title,contents
生存,"._platform = ""pc"";





        if ('undefined' != typeof Raven) {
            Raven.config('https://77b0c18789cf4de299d54be350ea2f2f@sentry.kakao.com/737', {
                ignoreErrors: [/Array size is not a small enough positive integer/]
            }).install();
        }
	








































메뉴

brunch



매거진

사진 에세이




실행

신고



라이킷
11


댓글
2


공유
 브런치 글을 SNS에 공유해보세요

페이스북공유


카카오톡공유


카카오스토리공유


트위터공유










닫기


You can make anythingby writing
- C.S.Lewis -
브런치 시작하기




브런치 홈


브런치 나우


브런치 책방




계정을 잊어버리셨나요?















生存사진 에세이
by

교관


May 13. 2020

생존의방법Method Of Survival






"
카메라 산책,"._platform = ""pc"";





        if ('undefined' != typeof Raven) {
            Raven.config('https://77b0c18789cf4de299d54be350ea2f2f@sentry.kakao.com/737', {
                ignoreErrors: [/Array size is not a small enough positive integer/]
            }).install();
        }
	








































메뉴

brunch



매거진

모두의 동네 거리사진




실행

신고



라이킷
8


댓글



공유
7
 브런치 글을 SNS에 공유해보세요

페이스북공유


카카오톡공유


카카오스토리공유


트위터공유










닫기


You can make anythingby writing
- C.S.Lewis -
브런치 시작하기




브런치 홈


브런치 나우


브런치 책방




계정을 잊어버리셨나요?















카메라 산책후지필름 X-T30, XF 90mm F2
by

개떡이작업실 그림과 사진


May 13. 2020
아래로
카메라와 함께 하는 산책혼자 걸어도 심심하지 않고, 오래 걸어도 힘들지 않다.후지필름 X-T30XF 90mm F2필름 시뮬레이션 - 이터나 (ETERNA) 






"
노출과 포커스,"._platform = ""pc"";





        if ('undefined' != typeof Raven) {
            Raven.config('https://77b0c18789cf4de299d54be350ea2f2f@sentry.kakao.com/737', {
                ignoreErrors: [/Array size is not a small enough positive integer/]
            }).install();
        }
	








































메뉴

brunch



매거진

야매로 찍고 써보는 필름 사진집




실행

신고



라이킷
8


댓글
2


공유
 브런치 글을 SNS에 공유해보세요

페이스북공유


카카오톡공유


카카오스토리공유


트위터공유










닫기


You can make anythingby writing
- C.S.Lewis -
브런치 시작하기




브런치 홈


브런치 나우


브런치 책방




계정을 잊어버리셨나요?















노출과 포커스White OX.
by

철도 고양이


May 13. 2020

사진의 가장 기초적인 이야기를 해볼까요?사진 촬영에서 어떻게 찍겠다 하는 모든 조작의 결과는 노출과 초점으로 귀결돼요. ISO는 필름에서 결정되니까 조작할 수 없고, 셔터스피드와 조리개, 거리를 조절하죠. 셔터스피드는 카메라가 찰칵하는 그 소리의 길이를 말해요. 시간이 짧을수록 빛이 들어오는 시간이 짧아서 어두워지고, 길이가 길면 그 반대겠죠? 거리는 초점 거리. 이건 렌즈를 이동시키면서 피사체를 선명하게 담으려는 조작이에요.조리개는 노출과 초점 두 가지를 유기적으로 생각해야 해요. 셔터를 누르면 찰칵하면서 렌즈가 열리는데 이때 얼마나 열 거냐, 하는 걸 조작하는 거예요. 조리개 값이 작으면 많이 열어요. 그러면 빛을 많이 받아들이는 거니까 당연히 밝아지겠죠? 그런데 밝은 만큼 심도가 얕아져요. 무슨 말이냐면 초점을 맞출 수 있는 거리가 줄어들어요. 말로 설명하면 복잡하고 그림을 그려서 보여주면 쉬운데 음... 아무튼 그렇다고만 해두기로 해요.그래서 조리개 값을 낮추고 찍으면 흔히 말하는 아웃포커싱이 쉬워져요. 우리가 흔히 말하는 여자 친구 렌즈군이 바로 이 조리개 값이 낮은 렌즈들이에요. 밝아서 뽀얗게 나오는데 주변은 블러 처리된 것처럼 뽀샤시하게 나오거든요! 롤라이 35s는 거리를 맞추기 어려워서 낮은 조리개 값을 쓰지 못했어요. 그래서 어두운 곳에서 촬영은 포기하고 있었죠. 목측 식이 가진 의외의 어려움은 이거예요. 사용할 수 있는 조리개 값이 한정된다는 거죠.이런 사진은 그래서 어려워요.White OX.하얀 소 그림에서 튀어나온 것 같은 소지요?https://www.instagram.com/p/B_SfLCRngAN/?utm_source=ig_web_copy_linkInstagram의 The Railway Cat님: “: White Ox _ ��: #rolleicord #fuji120 Dev: @cheonggye_gorae_filmlaboratory  _ #� _ 좋아요 26개, 댓글 2개 - Instagram의 The Railway Cat(@this_photo_name_is_)님: "": White Ox _ ��: #rolleicord #fuji120 Dev: @cheonggye_gorae_filmlaboratory _ #� _ #filmcommunity…""www.instagram.com 






"
봄에는 역시 갤럭시 S20,"._platform = ""pc"";





        if ('undefined' != typeof Raven) {
            Raven.config('https://77b0c18789cf4de299d54be350ea2f2f@sentry.kakao.com/737', {
                ignoreErrors: [/Array size is not a small enough positive integer/]
            }).install();
        }
	







































메뉴

brunch



매거진

비를맞으며콩이생각했을어둠에대하여




실행

신고



라이킷
20


댓글
6


공유
 브런치 글을 SNS에 공유해보세요

페이스북공유


카카오톡공유


카카오스토리공유


트위터공유










닫기


You can make anythingby writing
- C.S.Lewis -
브런치 시작하기




브런치 홈


브런치 나우


브런치 책방




계정을 잊어버리셨나요?















봄에는 역시 갤럭시 S20
by

이태원댄싱머신


May 12. 2020

꽃이 하나둘 올라온다. 날씨가 좋아지니, 조경 산업도 바쁘게 돌아가는 듯하다. 공원을 걸어보면 심은지 얼마 안 된 초록이들이 줄지어 있다.나는 그 순간에 빠져들지 못하고 사진이나 찍고 있다. 어차피 사진은 꽃을 그 순간을 오롯이 담지 못하는데..나는 너를 그렸다내 사랑을 묶어 두려고그러나 내 손에는 액자만 들려 있다 _두르가 랄 쉬레스타 「사랑의 그림」 부분라고 생각했다. 기술의 발전을 너무 얕봤다. 갤럭시 S20이 나오고 나서 상황이 바뀌었다. 여자친구의 폰으로 영상을 찍었더니, 알아서 영상 중에서 좋은 사진을 몇 개 추출해준다. 핸드폰이 직접 골라준 사진은... 완전 느낌 있다. 내가 찍은 것보다 잘 찍었다. 나도 폰 바꿀까나.라고 생각했다. 하지만 내 폰은 팬택과 큐리텔과 스카이가 만나서 야심차게 내놓은 유작, 아임백이다. 각진 디자인이 세련되었다. 느리고 멈추고, 앱 하나를 설치하려면 다른 앱 하나를 지워야 하지만, 그리고 가끔 스스로 꺼졌다 켜지지만, 그래도 안 깨진다. 너무 어두우면 사진이 잘 안 나오고, 너무 밝아도 사진이 잘 안 나온다. 반짝반짝 햇살도 사진 찍느니 그냥 그 따스함을 느끼고, 파릇파릇한 나무도 사진을 찍기보다 한 번 더 둘러본다.너무 좋은 카메라를 갖는 대신, 그 순간을 갖는다.라고 적고... 이걸 적은 내가 너무 민망해서 소름이 돋는다.[리뷰] 팬택 재건 짊어진 스카이 IM-100(아임백) 써보니 | IT동아it.donga.com 






"
당신의 영혼을 빌려갑니다.,"._platform = ""pc"";





        if ('undefined' != typeof Raven) {
            Raven.config('https://77b0c18789cf4de299d54be350ea2f2f@sentry.kakao.com/737', {
                ignoreErrors: [/Array size is not a small enough positive integer/]
            }).install();
        }
	








































메뉴

brunch



매거진

사진이야기




실행

신고



라이킷
124


댓글
42


공유
 브런치 글을 SNS에 공유해보세요

페이스북공유


카카오톡공유


카카오스토리공유


트위터공유










닫기


You can make anythingby writing
- C.S.Lewis -
브런치 시작하기




브런치 홈


브런치 나우


브런치 책방




계정을 잊어버리셨나요?















당신의 영혼을 빌려갑니다.'찰칵' 소리와 함께 당신의 영혼을 잠시 빌려가겠습니다.
by

sangillness


May 12. 2020
아래로
인물 사진을 찍고 있자면, 내가 찍히는 사람의 영혼을 빼앗는 게 아닌가 하는 생각이 들곤 한다.여느 날과 같이, 순간을 함께 보냈던 사람들의 포트레이트 사진을 찍고 있었는데, 갑자기 이런 생각이 들었다.'지금 내가 그들의 영혼을 빼앗고 있는 걸까?""인물 사진을 본 사람들은 간혹 그렇게 말하곤 한다. 사진을 찍는 행위는 찍히는 사람의 영혼을 빼앗아 가는 거라고.사진을 찍는 동안 기분이 약간 찝찝하고 어딘가 불편하다는 느낌을 받았지만, 나는 개의치 않고 오늘이 아니면 다시는 만나지 못할 그들의 사진을 서둘러 카메라에 담았다.하지만 그 생각이 내 머리 깊숙이 자리 잡은 이후로는, 인물 사진을 찍는 것이 쉽지는 않았다.셔터를 누르는데 까지 걸리는 시간도 점점 길어졌고, 찍힌 사진을 봐도 대부분은 엉망이었다. 그저 습관처럼 사진을 찍긴 찍었지만 영 마음에 드는 사진은 보이지 않았다.그렇게 포트레이트 사진을 찍기가 굉장히 찜찜하고, 사진을 찍는 자세가 어색해진지 한 2주쯤 지났을 무렵 나는 가트 위에서 익명의 사진작가 한 분을 만났다.그 분과 나는 공통점이 참 많았다.포트레이트 사진을 좋아하는 것도 그렇고, 류시화 시인의 책을 즐겨 읽는 것도 그랬다.그렇게 궁합이 잘 맞았던 우리는 빤데이 가트 위 선재네 짜이집에 앉아 이야기를 나누기 시작했다.내가 먼저 그에게 물었다.""요즘 포트레이트 사진을 찍는 게 정말 망설여져요. 코와 코가 맞닿기 직전까지의 거리에서 아무 일 없는 듯이 그 사람의 모습을 카메라에 담자면, 내가 그들의 영혼을 빼앗는 게 아닌가 하는 생각이 들어서요."".그분이 대답했다.""그게 무슨 말씀이시죠?"".""왜 그런 이야기 있잖아요. 사람의 사진을 찍는 것은 찍히는 사람의 영혼을 빼앗는 행위와 같다. 뭐 그런... 정말 말도 안 되는 이야기인 건 잘 알겠는데 그게 요즘 신경이 쓰이네요."".그분이 웃으며 대답했다.""뭐 그것도 맞는 이야기 같기는 한데, 반대로 사진으로 사람의 영혼을 조각하는 유섭 카쉬(Yousuf Karsh) 같은 분들도 계시잖아요!"".나는 답했다.""하긴 유섭 카쉬 정도의 사진이면 웬만한 사람들은 조각하고도 남겠네요."".그가 다시 말했다.""상일 씨 사진 정도면 충분하지 않을까요? 그냥 영혼을 잠시 빌려서 그 사람들을 다시 조각해본다고 생각해보세요."".""하하 저도 그랬으면 좋겠군요.""원했던 질문의 대답을 들은 건 아니지만 그 말을 들으니 조금씩 마음이 편안해졌다. 하긴 모든 것은 마음가짐에 달린 거일 테니.하지만 내 마음 깊은 곳에 자리 잡고 있는 일말의 찝찝함은 여전히 사라지지 않았다. 그 말은 분명 근사한 말이긴 했지만, 그것 역시 나의 죄책감을 감추기 위한 핑계일 뿐이라는 생각이 들었기 때문이다.그렇게 한 10분간 고민한 나는 결심했다.까짓것 내가 영혼을 조각하는 사진을 한 번 찍어보겠다고.당신의 영혼을 잠시 빌려갑니다.근사하지는 않더라도, 그냥 쓸만한 사진으로 당신을 다시 조각하기 위함입니다.그리고, 나는 그 사진을 찍는 순간순간 정말 최선을 다할 것입니다.






"
한강 대나무 산책로,"._platform = ""pc"";





        if ('undefined' != typeof Raven) {
            Raven.config('https://77b0c18789cf4de299d54be350ea2f2f@sentry.kakao.com/737', {
                ignoreErrors: [/Array size is not a small enough positive integer/]
            }).install();
        }
	








































메뉴

brunch



매거진

일상 이야기




실행

신고



라이킷
13


댓글
2


공유
 브런치 글을 SNS에 공유해보세요

페이스북공유


카카오톡공유


카카오스토리공유


트위터공유










닫기


You can make anythingby writing
- C.S.Lewis -
브런치 시작하기




브런치 홈


브런치 나우


브런치 책방




계정을 잊어버리셨나요?















한강 대나무 산책로
by

모현주


May 12. 2020

한강 공원에 대나무 산책로가 생겼네. 요즘 한강 잘 안걷고 그냥 동네 한바퀴 걷고 오다 보니 몰랐나보다.⠀안그래도 일본 교토 아라시야마 대나무숲 생각이 많이 났었는데.. 그때 교토는 태풍이었나 피해를 받아 대나무들이 많이 손상이 된 상태이긴 했었다.⠀뭔가 대나무숲 걷다 보니 ""임금님 귀는 당나귀 귀"" 가 생각이 나기도 했는데, 그냥 좀 차분해지는 느낌이었다. 게다가 한강에 있으니 더 운치있는 느낌.⠀심은지 오래 안되어 대나무들이 많이 자라진 않았지만 잘 자리 잡혀 자라길. 근데 어떤 구간은 좀 좁아서 대나무 많이 자라면 걸을 수 있을지 모르겠다;⠀어찌됐든 오늘 뜻밖에 힐링되는 산책. 산책하면 언제나 기분은 좋지만 오늘 저녁은 특히 날도 선선하고 한강변의 예쁜 대나무숲도 걷고 좋네..⠀⠀






"
여행 이야기,"._platform = ""pc"";





        if ('undefined' != typeof Raven) {
            Raven.config('https://77b0c18789cf4de299d54be350ea2f2f@sentry.kakao.com/737', {
                ignoreErrors: [/Array size is not a small enough positive integer/]
            }).install();
        }
	








































메뉴

brunch



매거진

여행이야기




실행

신고



라이킷
14


댓글



공유
5
 브런치 글을 SNS에 공유해보세요

페이스북공유


카카오톡공유


카카오스토리공유


트위터공유










닫기


You can make anythingby writing
- C.S.Lewis -
브런치 시작하기




브런치 홈


브런치 나우


브런치 책방




계정을 잊어버리셨나요?















여행 이야기밀양에서의 에피소드 
by

emily


May 12. 2020
아래로
이팝나무가 보고 싶었다.검색을 하다 밀양의 위양지로....여유 있게 옆지기의 아침을 차려주고 나섰던 길...일단 밀양 초입의 행랑채로 가서 점심을 먹고 가 보기로 한 것이 실수였다는 건  그때는 미처 몰랐다.도착한 식당은 인산인해였지만 , 달리 방법도 없어서 대기표를 받고  이 곳 저곳을 기웃거리다 아주 착 한 견도 만났고 드디어 우리 차례가 되어 별관에서 받은 밥상은 소박하지만 맛났었다. 그때까지는 말이다.옆좌석의 4명의 내 나이 또래의 벗들의 이야기가 들려와 ( 코스가 다 같다는... 위기감에) 점심을 먹고 난 뒤 , 후다닥 위양지로 나섰다.그런데 , 아뿔싸...위양지 근처로 가보니   주차된 차들로 거의 혼수상태...붉그락 푸르 락의 옆지기 표정에  난  그냥 포기해버리고....겨우 차를 돌려 나오던 길에 만나진 위양지 근처 마을.미안했던지 드넓은 주차장에 차를 세운 옆지기 , 못 이기는 척 산책을 나섰다.이 곳  의외의 복병이었다.이팝나무를 포기했지만 그 덕에 더 멋진 풍경들을 선사받았다 은행나무에서 떨어진 보석들이 담 위에 수를 놓은 풍경과 , 소담스럽게 빛나던 작약 꽃들과 양귀비 , 그 외에도 가득했던 풍경들.까짓 위양지 풍경이야 검색하면 넘치거늘!!!






"
"라이언 맥긴리, 있는 그대로의","._platform = ""pc"";





        if ('undefined' != typeof Raven) {
            Raven.config('https://77b0c18789cf4de299d54be350ea2f2f@sentry.kakao.com/737', {
                ignoreErrors: [/Array size is not a small enough positive integer/]
            }).install();
        }
	








































메뉴

brunch




실행

신고



라이킷
14


댓글



공유
 브런치 글을 SNS에 공유해보세요

페이스북공유


카카오톡공유


카카오스토리공유


트위터공유










닫기


You can make anythingby writing
- C.S.Lewis -
브런치 시작하기




브런치 홈


브런치 나우


브런치 책방




계정을 잊어버리셨나요?















라이언 맥긴리, 있는 그대로의덤덤한 사유, 군더더기 없는 표현
by

와뚜두


May 12. 2020

사진 작품은 잘 모르지만 라이언 맥긴리 정도는 알고 있다. 널리 알려진 작가이기도 하거니와 작품 자체가 친근해서 일 것이다. 물론 친근하다는 것과 쉽다는 것이 동의어는 아닐 테다. 그렇다보니 저 직관적 감성에 마냥 젖어 있다가도 인물과 구도 속에 어떤 메타포를 숨겨 놓은 건 아닌지 고민하게 된다. 아쉽게도 예술은 의미로 가득차 있어야만 한다는 생각을 떨쳐버리지 못한 나다.  그럴 땐 그럴싸한 문장을 만들어 내려 노력한다. 그래야만 감상이 종결 되는 것처럼... 이미지를 단숨에 들이마쉰 다음 주어 목적어 서술어를 구상한다. 지적 허영을 채워 줄 심리&철학 용어까지 동원해 가며. 몇 줄 끄적이다 깨닫는다. 단어들은 알아도 개념까지 알고 있진 못하다는 사실을 .  나는 다시 허공 위에 사진을 던져 놓는다.  그러고 한참을 들여다 본다. 해석하려 시도하지 않으면  알아서 차오른다. 어떤 기운, 어떤 감정, 어떤 자유가                          있는 그대로 꾸밈없이                     오로지 나 혼자 읽을 것처럼...글쓰기가 잘 안 될 땐 그림이나 사진을 한참이나 들여다본다. 마그리트의 빛의 제국이나 에드워드 스타이켄의 작품들을. 보고 있으면 해석을 초월한 정서와 감흥이 내게로 쏟아져 들어오는 듯하다. 텍스트 없이 그저 색감 기분 온도의 느낌으로   한참 멍을 때리고 나면 다시금 키보드를 붙들게 된다. 형용사도 소유격 조사도 걷어 낸 채 사물 그대로의 모습을 얘기한다. 






"
이안 렌즈 카메라,"._platform = ""pc"";





        if ('undefined' != typeof Raven) {
            Raven.config('https://77b0c18789cf4de299d54be350ea2f2f@sentry.kakao.com/737', {
                ignoreErrors: [/Array size is not a small enough positive integer/]
            }).install();
        }
	








































메뉴

brunch



매거진

야매로 찍고 써보는 필름 사진집




실행

신고



라이킷
4


댓글



공유
 브런치 글을 SNS에 공유해보세요

페이스북공유


카카오톡공유


카카오스토리공유


트위터공유










닫기


You can make anythingby writing
- C.S.Lewis -
브런치 시작하기




브런치 홈


브런치 나우


브런치 책방




계정을 잊어버리셨나요?















이안 렌즈 카메라Hidden heart.
by

철도 고양이


May 12. 2020

이전에 쓰던 롤라이 35s는 목측식 카메라였어요.초점 거리를 대충 눈으로 잡아야 하다 보니 정밀한 사진은 찍기 어려웠지요. 그래서 아쉬운 사진들이 참 많았는데 롤라이 코드는 초점을 바로바로 보면서 촬영할 수 있어요! 롤라이 코드는 이안 렌즈 카메라예요. TLR이라고도 하는데 우리가 흔히 아는 SLR은 싱글 렌즈 리플렉스의 약자예요. 디지털이 붙으면 DSLR이 되는 거죠. TLR은 트윈이에요. 렌즈가 두 개 달렸거든요. 렌즈 하나는 촬영을, 렌즈 하나는 뷰파인더에 상을 맺게 하는 용도예요. 이 두 렌즈가 물리적으로 움직이면서 거리를 맞춰주니 뷰파인더에서 바로바로 상을 볼 수 있어요. 얼마나 좋은지 몰라요. 그래서 이 사진을 찍어봤어요. 관통석인데 건너편에 하트 모양 구멍이 있답니다. 저걸 정말 찍고 싶었어요.지나가는  사람들이 얼굴을 대고 사진을 찍어가기도 하던 귀중한 돌이지요.Hidden heart.저 너머에 하트가 보이시나요?https://www.instagram.com/p/B_SDwCgHbie/?utm_source=ig_web_copy_linkInstagram의 The Railway Cat님: “: Hidden heart.  _ ��: #rolleicord #fujicolor120 Dev: @cheonggye_gorae_filmlaboratory  _ #❤️ _  #fThe Railway Cat님이 Instagram에 게시물을 올렸습니다: "": Hidden heart. _ ��: #rolleicord #fujicolor120 Dev: @cheonggye_gorae_filmlaboratory _ #❤️ _…"" • The Railway Cat님의 프로필에서 사진과 동영상 125개를 확인하세요.www.instagram.com 






"
풍경의 단가,"._platform = ""pc"";





        if ('undefined' != typeof Raven) {
            Raven.config('https://77b0c18789cf4de299d54be350ea2f2f@sentry.kakao.com/737', {
                ignoreErrors: [/Array size is not a small enough positive integer/]
            }).install();
        }
	








































메뉴

brunch



매거진

시를 씁니다




실행

신고



라이킷
7


댓글



공유
 브런치 글을 SNS에 공유해보세요

페이스북공유


카카오톡공유


카카오스토리공유


트위터공유










닫기


You can make anythingby writing
- C.S.Lewis -
브런치 시작하기




브런치 홈


브런치 나우


브런치 책방




계정을 잊어버리셨나요?















풍경의 단가
by

너무 다른 역할


May 12. 2020
아래로
풍경에서 부동산 시세를 지운다경기침체와 실물가치를 지운다마찰음을 지우고돈벌이의 유난함을 지운다전사(前史)와 전사(全史)를,유리된 진열을 지운다풍경의 일을 훔쳐본다노동이란 단어를 낯설어하는 이들의 노동을그 노동으로 층층이 다진 익숙함을 훔쳐본다질감이 제각각인 기침들을뜻을 읽을 필요 없는 이동을방법을 터득한 응시를 훔쳐본다중량을 잃은 풍경에 먼지가 남는다. 조용히 쌓이는 그림자가 남고지칭할 대상을 품은 간판이 남는다관찰을 하려다 구경꾼이 돼 버린 누군가가조용히 쌓아둔 움직임이 남는다들켜버린 원색을 배경으로사람이라는 빗물이 흐른다반대말을 갖지 못하는 풍경에 가격을 책정한다후려치지도 깎이지도 않을 단가를 매긴 풍경을 차곡차곡 쌓는다각진 모서리를 문질러 하나의 각도를 만든다펴지 못한 손바닥 안에 사람의 형태가 가득하다들숨마다 날숨이다






"
사진에 관한 짧은 단상,"._platform = ""pc"";





        if ('undefined' != typeof Raven) {
            Raven.config('https://77b0c18789cf4de299d54be350ea2f2f@sentry.kakao.com/737', {
                ignoreErrors: [/Array size is not a small enough positive integer/]
            }).install();
        }
	








































메뉴

brunch




실행

신고



라이킷
7


댓글



공유
 브런치 글을 SNS에 공유해보세요

페이스북공유


카카오톡공유


카카오스토리공유


트위터공유










닫기


You can make anythingby writing
- C.S.Lewis -
브런치 시작하기




브런치 홈


브런치 나우


브런치 책방




계정을 잊어버리셨나요?















사진에 관한 짧은 단상205. 사진계 황폐화
by

노용헌


May 12. 2020

돈이 문제다. 사진의 값어치를 무시하고 함부로 하는 사람도 문제가 있고, 물론 사진의 내용이나 의미를 고민하지는 않고 돈벌이에만 쫓는 사진가도 문제가 많다. 사진가 스테파니 싱클레어의 인스타그램 사진을 본인 동의없이 테크 전문매체 <매셔블(Mashable)>에서 사진을 도용한 문제에 대한 글이 있다.(https://www.sisain.co.kr/news/articleView.html?idxno=41852)       이상엽 사진가가 시사인에 기고한 글 ‘사진계 황폐화 부른 기술 발전의 아이러니’를 보면서 이런저런 생각이 많이 든다. 사진가들도 비즈니스(영업)도 해야 하고, 변호사도 선임해야 하고(저작권 관련) 나의 사진이 어떻게 사용되어지는지 관리감독해야 하는 씁쓸한 현실이다. 만약 누군가 왜곡해서 사용되어진다면 더군다나 사진가에게는 치명적일 수 있겠다.       글의 내용 중에 “〈매셔블〉은 ‘사회정의를 위해 렌즈를 든 10명의 여성 사진기자’라는 기사에 유명 사진가인 스테파니 싱클레어의 사진을 사용하고 싶다며 50달러를 제시했다. 그녀는 이 제안을 거절했다(사진가로서 그녀의 세계적인 명성에 비해 턱없이 낮은 가격이다). 거절당한 〈매셔블〉은 싱클레어가 인스타그램 계정에 공개적으로 올린 사진을 임베드(embed:SNS 콘텐츠를 그대로 구현해 퍼갈 수 있도록 한 기능) 방식으로 그대로 기사에 포함했다. 사진가에게 사진 원고료를 주지 않고도 똑같은 효과를 노린 것이다.” 결국 공유를 하는 모든 SNS에서는 ‘자기만보기’로 체크를 해야 한다. 그래야 황폐화를 막을 수 있는 것인가?     모든 사진에는 사진가의 저작권 문제도 있지만, 사진에 찍혀진 대상에도 권리가 존재한다. 초상권이라든지, 건물에 대한 소유권이라든지, 사진에 담겨진 모든 정보는 사실 사진가가 연출하거나 만들어낸 것이 아니라면 피해가기 어렵다. 여러 논란들이 우리사회에 만연되어 있다. 법원에 출두하는 조국 장관의 자동차를 물티슈로 닦는 장면에서 우리는 광적인 사람들을 본다. 또한 정의기억연대의 기자회견과 이용수할머니의 기자회견을 보면서 서로 다른 관점의 차이를 본다. 씁쓸하고 어디부터 잘못된 것인지, 무엇이 옳고 그른지, 우리의 판단의 근거는 내편에 대한 옹호라는 것에 더욱 씁쓸하다(팔은 내쪽으로 굽으니).      물론 나는 사진 자체가 말을 해주고 있다고 믿는다. 그 믿음은 광적으로 믿는다. 그러나 사진의 녹아져 있는 여러 메타포들은 잘못 왜곡될 수도 있다. 사용자에 따라서 그 의미는 180도 다르게 사용되어질수 있다. 프로는 돈을 받고 움직이고, 돈을 받지 않으면 아마추어이다. 이런 기준은 무엇인가. 자원봉사자는 순수하지만, 생계형 활동가는 돈을 받고 일한다. 박봉일지 모르지만, 어쨌든 돈을 받고 일한다. 돈 안받고 일하는 활동가는 없다. 돈을 받고 일을 하기 때문에 더 큰 책임이 따른다. 돈을 안받고 자비로 만든 영화나, 책을 누가 뭐라 하겠는가. 지가 좋아서 나왔지 누가 나오라했는가 이런 말을 듣기도 한다. '사진계의 황폐화'란 글을 보면서 우리는 서로 의심하는 사회가 되었다. 코로나19로 마스크를 쓰지 않은 사람을 의심환자로 보듯이 우리는 우리 모두를 경계하는 사회가 되었다. 내가 잘하든 못하든 경계하는 사회. 도덕적 해이는 극에 달하고, 서로가 황폐화되었다.      






"
